id,score,score_factor
285,1,good
286,4,good
287,4,good
288,8,very good
289,-2,bad
290,4,good
291,3,good
292,1,good
293,-1,bad
294,1,good
295,16,very good
296,1,good
297,4,good
298,7,very good
299,6,very good
300,10,very good
301,1,good
302,3,good
303,1,good
304,1,good
305,1,good
306,4,good
307,5,very good
308,1,good
309,1,good
310,1,good
311,4,good
312,-3,bad
313,20,very good
314,1,good
315,4,good
316,1,good
317,4,good
318,4,good
319,1,good
320,9,very good
321,5,very good
322,1,good
323,1,good
324,4,good
325,6,very good
326,6,very good
327,8,very good
328,-16,very bad
329,3,good
330,4,good
331,4,good
332,1,good
333,90,very good
334,6,very good
335,6,very good
336,16,very good
337,1,good
338,1,good
339,1,good
340,1,good
341,4,good
342,4,good
343,4,good
344,6,very good
345,-3,bad
346,1,good
347,3,good
348,-1,bad
349,4,good
350,4,good
351,1,good
352,1,good
353,1,good
354,1,good
355,6,very good
356,3,good
357,7,very good
358,3,good
359,6,very good
360,1,good
361,-1,bad
362,1,good
363,1,good
364,1,good
365,4,good
366,4,good
367,1,good
368,7,very good
369,1,good
370,1,good
371,4,good
372,1,good
373,1,good
374,1,good
375,9,very good
376,8,very good
377,8,very good
378,1,good
379,18,very good
380,3,good
381,-2,bad
382,3,good
383,4,good
384,1,good
385,4,good
386,1,good
387,1,good
388,4,good
389,5,very good
390,-3,bad
391,1,good
392,1,good
393,1,good
394,4,good
395,1,good
396,2,good
397,3,good
398,3,good
399,3,good
400,1,good
401,1,good
402,-3,bad
403,4,good
404,1,good
405,5,very good
406,1,good
407,8,very good
408,5,very good
409,5,very good
410,3,good
411,3,good
412,3,good
413,4,good
414,3,good
415,4,good
416,1,good
417,4,good
418,4,good
419,1,good
420,3,good
421,3,good
422,1,good
423,10,very good
424,3,good
425,1,good
426,7,very good
427,3,good
428,1,good
429,1,good
430,1,good
431,3,good
432,-1,bad
433,1,good
434,1,good
435,3,good
436,70,very good
437,1,good
438,4,good
439,4,good
440,1,good
441,1,good
442,1,good
443,1,good
444,1,good
445,1,good
446,4,good
447,1,good
448,4,good
449,4,good
450,1,good
451,1,good
452,3,good
453,1,good
454,3,good
455,1,good
456,1,good
457,6,very good
458,8,very good
459,6,very good
460,1,good
461,4,good
462,4,good
463,1,good
464,1,good
465,1,good
466,6,very good
467,3,good
468,1,good
469,3,good
470,15,very good
471,50,very good
472,19,very good
473,1,good
474,1,good
475,1,good
476,1,good
477,4,good
478,3,good
479,4,good
480,5,very good
481,3,good
482,-5,bad
483,4,good
484,1,good
485,1,good
486,1,good
487,1,good
488,1,good
489,1,good
490,4,good
491,1,good
492,4,good
493,4,good
494,1,good
495,1,good
496,3,good
497,1,good
498,3,good
499,1,good
500,1,good
501,6,very good
502,8,very good
503,6,very good
504,4,good
505,3,good
506,3,good
507,5,very good
508,5,very good
509,8,very good
510,3,good
511,5,very good
512,4,good
513,4,good
514,1,good
515,1,good
516,4,good
517,16,very good
518,2,good
519,3,good
520,8,very good
521,4,good
522,-1,bad
523,1,good
524,4,good
525,22,very good
526,1,good
527,1,good
528,5,very good
529,80,very good
530,1,good
531,4,good
532,10,very good
533,1,good
534,4,good
535,1,good
536,4,good
537,-3,bad
538,-3,bad
539,6,very good
540,3,good
541,4,good
542,8,very good
543,1,good
544,3,good
545,1,good
546,1,good
547,1,good
548,4,good
549,1,good
550,3,good
551,12,very good
552,3,good
553,1,good
554,1,good
555,1,good
556,1,good
557,3,good
558,1,good
559,-3,bad
560,-2,bad
561,1,good
562,1,good
563,1,good
564,8,very good
565,4,good
566,-1,bad
567,1,good
568,4,good
569,22,very good
570,1,good
571,1,good
572,1,good
573,5,very good
574,80,very good
575,1,good
576,4,good
577,10,very good
578,1,good
579,4,good
580,1,good
581,4,good
582,-3,bad
583,-3,bad
584,6,very good
585,4,good
586,7,very good
587,1,good
588,3,good
589,1,good
590,4,good
591,4,good
592,1,good
593,4,good
594,3,good
595,1,good
596,6,very good
597,4,good
598,4,good
599,10,very good
600,12,very good
601,6,very good
602,3,good
603,1,good
604,1,good
605,4,good
606,3,good
607,4,good
608,4,good
609,1,good
610,3,good
611,4,good
612,3,good
613,3,good
614,4,good
615,16,very good
616,2,good
617,1,good
618,1,good
619,5,very good
620,1,good
621,1,good
622,-1,bad
623,1,good
624,4,good
625,4,good
626,4,good
627,1,good
628,4,good
629,16,very good
630,1,good
631,1,good
632,4,good
633,-1,bad
634,1,good
635,16,very good
636,18,very good
637,1,good
638,6,very good
639,3,good
640,7,very good
641,1,good
642,1,good
643,1,good
644,1,good
645,7,very good
646,4,good
647,32,very good
648,32,very good
649,4,good
650,4,good
651,1,good
652,13,very good
653,8,very good
654,4,good
655,1,good
656,1,good
657,3,good
658,1,good
659,3,good
660,3,good
661,3,good
662,1,good
663,6,very good
664,1,good
665,1,good
666,4,good
667,4,good
668,1,good
669,1,good
670,4,good
671,15,very good
672,16,very good
673,1,good
674,4,good
675,14,very good
676,-3,bad
677,1,good
678,16,very good
679,1,good
680,4,good
681,4,good
682,1,good
683,4,good
684,8,very good
685,6,very good
686,4,good
687,1,good
688,1,good
689,6,very good
690,4,good
691,1,good
692,12,very good
693,3,good
694,4,good
695,4,good
696,6,very good
697,3,good
698,-1,bad
699,1,good
700,4,good
701,1,good
702,1,good
703,11,very good
704,4,good
705,7,very good
706,-1,bad
707,4,good
708,4,good
709,1,good
710,1,good
711,3,good
712,5,very good
713,5,very good
714,1,good
715,1,good
716,1,good
717,16,very good
718,1,good
719,3,good
720,1,good
721,1,good
722,16,very good
723,4,good
724,-4,bad
725,4,good
726,1,good
727,1,good
728,4,good
729,4,good
730,4,good
731,16,very good
732,1,good
733,2,good
734,1,good
735,-3,bad
736,1,good
737,4,good
738,-3,bad
739,4,good
740,4,good
741,192,very good
742,10,very good
743,8,very good
744,4,good
745,1,good
746,3,good
747,1,good
748,4,good
749,1,good
750,1,good
751,11,very good
752,4,good
753,7,very good
754,-1,bad
755,4,good
756,4,good
757,1,good
758,1,good
759,3,good
760,5,very good
761,5,very good
762,1,good
763,1,good
764,6,very good
765,1,good
766,16,very good
767,1,good
768,3,good
769,1,good
770,1,good
771,3,good
772,4,good
773,6,very good
774,-1,bad
775,1,good
776,6,very good
777,6,very good
778,1,good
779,1,good
780,1,good
781,-80,very bad
782,3,good
783,16,very good
784,4,good
785,4,good
786,1,good
787,3,good
788,3,good
789,1,good
790,2,good
791,-1,bad
792,1,good
793,8,very good
794,7,very good
795,3,good
796,1,good
797,7,very good
798,1,good
799,3,good
800,3,good
801,1,good
802,-3,bad
803,4,good
804,1,good
805,1,good
806,16,very good
807,1,good
808,1,good
809,8,very good
810,1,good
811,1,good
812,-2,bad
813,26,very good
814,16,very good
815,1,good
816,4,good
817,4,good
818,2,good
819,1,good
820,1,good
821,11,very good
822,6,very good
823,4,good
824,4,good
825,4,good
826,1,good
827,1,good
828,1,good
829,1,good
830,3,good
831,1,good
832,3,good
833,1,good
834,4,good
835,1,good
836,4,good
837,1,good
838,4,good
839,1,good
840,1,good
841,10,very good
842,4,good
843,3,good
844,1,good
845,9,very good
846,1,good
847,4,good
848,4,good
849,5,very good
850,1,good
851,1,good
852,7,very good
853,-1,bad
854,12,very good
855,3,good
856,3,good
857,36,very good
858,1,good
859,5,very good
860,1,good
861,1,good
862,3,good
863,3,good
864,3,good
865,1,good
866,1,good
867,4,good
868,1,good
869,9,very good
870,9,very good
871,1,good
872,2,good
873,6,very good
874,3,good
875,1,good
876,1,good
877,4,good
878,4,good
879,1,good
880,4,good
881,64,very good
882,18,very good
883,1,good
884,7,very good
885,6,very good
886,4,good
887,6,very good
888,4,good
889,4,good
890,4,good
891,1,good
892,4,good
893,3,good
894,1,good
895,1,good
896,10,very good
897,4,good
898,3,good
899,1,good
900,1,good
901,3,good
902,1,good
903,6,very good
904,6,very good
905,1,good
906,16,very good
907,-17,very bad
908,1,good
909,1,good
910,1,good
911,4,good
912,9,very good
913,4,good
914,4,good
915,2,good
916,4,good
917,1,good
918,4,good
919,6,very good
920,3,good
921,1,good
922,4,good
923,1,good
924,1,good
925,1,good
926,3,good
927,1,good
928,1,good
929,4,good
930,24,very good
931,1,good
932,16,very good
933,1,good
934,2,good
935,4,good
936,1,good
937,16,very good
938,16,very good
939,4,good
940,6,very good
941,4,good
942,3,good
943,-2,bad
944,1,good
945,10,very good
946,1,good
947,1,good
948,1,good
949,16,very good
950,3,good
951,1,good
952,1,good
953,1,good
954,3,good
955,1,good
956,1,good
957,1,good
958,3,good
959,1,good
960,6,very good
961,6,very good
962,1,good
963,16,very good
964,-17,very bad
965,1,good
966,1,good
967,1,good
968,4,good
969,9,very good
970,4,good
971,4,good
972,2,good
973,4,good
974,1,good
975,4,good
976,6,very good
977,1,good
978,1,good
979,4,good
980,1,good
981,4,good
982,36,very good
983,3,good
984,5,very good
985,-1,bad
986,4,good
987,1,good
988,1,good
989,4,good
990,1,good
991,1,good
992,5,very good
993,1,good
994,6,very good
995,1,good
996,1,good
997,6,very good
998,16,very good
999,6,very good
1000,4,good
1001,3,good
1002,3,good
1003,3,good
1004,1,good
1005,-12,very bad
1006,1,good
1007,1,good
1008,4,good
1009,1,good
1010,1,good
1011,7,very good
1012,1,good
1013,1,good
1014,4,good
1015,4,good
1016,4,good
1017,-1,bad
1018,12,very good
1019,4,good
1020,1,good
1021,4,good
1022,7,very good
1023,4,good
1024,6,very good
1025,6,very good
1026,4,good
1027,8,very good
1028,1,good
1029,1,good
1030,1,good
1031,3,good
1032,3,good
1033,3,good
1034,1,good
1035,8,very good
1036,4,good
1037,3,good
1038,-7,very bad
1039,1,good
1040,1,good
1041,18,very good
1042,4,good
1043,1,good
1044,1,good
1045,6,very good
1046,4,good
1047,1,good
1048,1,good
1049,1,good
1050,3,good
1051,4,good
1052,1,good
1053,4,good
1054,1,good
1055,16,very good
1056,6,very good
1057,3,good
1058,1,good
1059,3,good
1060,64,very good
1061,1,good
1062,1,good
1063,3,good
1064,-1,bad
1065,-1,bad
1066,3,good
1067,1,good
1068,4,good
1069,4,good
1070,6,very good
1071,1,good
1072,1,good
1073,1,good
1074,-4,bad
1075,8,very good
1076,4,good
1077,4,good
1078,5,very good
1079,1,good
1080,1,good
1081,4,good
1082,3,good
1083,3,good
1084,9,very good
1085,6,very good
1086,4,good
1087,6,very good
1088,9,very good
1089,1,good
1090,40,very good
1091,40,very good
1092,5,very good
1093,1,good
1094,1,good
1095,3,good
1096,1,good
1097,1,good
1098,1,good
1099,1,good
1100,3,good
1101,4,good
1102,8,very good
1103,8,very good
1104,16,very good
1105,16,very good
1106,3,good
1107,3,good
1108,1,good
1109,1,good
1110,1,good
1111,3,good
1112,-1,bad
1113,30,very good
1114,8,very good
1115,1,good
1116,1,good
1117,8,very good
1118,16,very good
1119,3,good
1120,6,very good
1121,16,very good
1122,-3,bad
1123,1,good
1124,4,good
1125,1,good
1126,1,good
1127,4,good
1128,-1,bad
1129,4,good
1130,4,good
1131,4,good
1132,1,good
1133,64,very good
1134,4,good
1135,1,good
1136,1,good
1137,4,good
1138,7,very good
1139,1,good
1140,1,good
1141,4,good
1142,1,good
1143,3,good
1144,1,good
1145,26,very good
1146,4,good
1147,1,good
1148,4,good
1149,1,good
1150,4,good
1151,1,good
1152,-3,bad
1153,-3,bad
1154,4,good
1155,24,very good
1156,6,very good
1157,4,good
1158,1,good
1159,-1,bad
1160,1,good
1161,14,very good
1162,1,good
1163,4,good
1164,3,good
1165,1,good
1166,1,good
1167,3,good
1168,-12,very bad
1169,4,good
1170,1,good
1171,6,very good
1172,-3,bad
1173,1,good
1174,-4,bad
1175,3,good
1176,1,good
1177,2,good
1178,1,good
1179,3,good
1180,3,good
1181,48,very good
1182,1,good
1183,4,good
1184,1,good
1185,3,good
1186,1,good
1187,5,very good
1188,1,good
1189,1,good
1190,3,good
1191,1,good
1192,4,good
1193,2,good
1194,2,good
1195,1,good
1196,3,good
1197,1,good
1198,8,very good
1199,1,good
1200,1,good
1201,16,very good
1202,1,good
1203,4,good
1204,1,good
1205,18,very good
1206,1,good
1207,4,good
1208,1,good
1209,1,good
1210,4,good
1211,1,good
1212,4,good
1213,1,good
1214,26,very good
1215,1,good
1216,4,good
1217,4,good
1218,4,good
1219,2,good
1220,3,good
1221,1,good
1222,1,good
1223,1,good
1224,1,good
1225,12,very good
1226,1,good
1227,1,good
1228,1,good
1229,1,good
1230,1,good
1231,1,good
1232,1,good
1233,1,good
1234,4,good
1235,5,very good
1236,4,good
1237,1,good
1238,5,very good
1239,5,very good
1240,1,good
1241,3,good
1242,5,very good
1243,4,good
1244,3,good
1245,52,very good
1246,1,good
1247,1,good
1248,1,good
1249,1,good
1250,6,very good
1251,1,good
1252,4,good
1253,3,good
1254,1,good
1255,6,very good
1256,-1,bad
1257,2,good
1258,1,good
1259,4,good
1260,1,good
1261,6,very good
1262,1,good
1263,4,good
1264,1,good
1265,5,very good
1266,2,good
1267,1,good
1268,1,good
1269,1,good
1270,1,good
1271,1,good
1272,1,good
1273,1,good
1274,1,good
1275,1,good
1276,2,good
1277,3,good
1278,2,good
1279,1,good
1280,3,good
1281,4,good
1282,1,good
1283,4,good
1284,3,good
1285,4,good
1286,3,good
1287,1,good
1288,1,good
1289,1,good
1290,4,good
1291,1,good
1292,4,good
1293,1,good
1294,-1,bad
1295,3,good
1296,3,good
1297,4,good
1298,1,good
1299,6,very good
1300,1,good
1301,1,good
1302,1,good
1303,4,good
1304,3,good
1305,1,good
1306,14,very good
1307,3,good
1308,1,good
1309,-12,very bad
1310,1,good
1311,1,good
1312,4,good
1313,3,good
1314,6,very good
1315,4,good
1316,5,very good
1317,6,very good
1318,1,good
1319,4,good
1320,7,very good
1321,1,good
1322,1,good
1323,1,good
1324,3,good
1325,4,good
1326,4,good
1327,10,very good
1328,10,very good
1329,10,very good
1330,18,very good
1331,1,good
1332,4,good
1333,1,good
1334,-7,very bad
1335,1,good
1336,1,good
1337,5,very good
1338,18,very good
1339,1,good
1340,1,good
1341,-4,bad
1342,1,good
1343,1,good
1344,1,good
1345,3,good
1346,4,good
1347,1,good
1348,3,good
1349,-1,bad
1350,4,good
1351,3,good
1352,1,good
1353,1,good
1354,2,good
1355,3,good
1356,1,good
1357,1,good
1358,1,good
1359,-36,very bad
1360,3,good
1361,1,good
1362,4,good
1363,3,good
1364,3,good
1365,-3,bad
1366,1,good
1367,1,good
1368,16,very good
1369,3,good
1370,1,good
1371,4,good
1372,-1,bad
1373,1,good
1374,1,good
1375,3,good
1376,16,very good
1377,4,good
1378,-3,bad
1379,3,good
1380,3,good
1381,15,very good
1382,16,very good
1383,16,very good
1384,4,good
1385,-1,bad
1386,4,good
1387,4,good
1388,1,good
1389,1,good
1390,-1,bad
1391,5,very good
1392,1,good
1393,16,very good
1394,1,good
1395,4,good
1396,8,very good
1397,1,good
1398,1,good
1399,1,good
1400,-4,bad
1401,-3,bad
1402,4,good
1403,1,good
1404,4,good
1405,4,good
1406,1,good
1407,6,very good
1408,4,good
1409,6,very good
1410,-1,bad
1411,-6,very bad
1412,1,good
1413,-3,bad
1414,-3,bad
1415,-3,bad
1416,18,very good
1417,48,very good
1418,3,good
1419,1,good
1420,4,good
1421,-1,bad
1422,1,good
1423,3,good
1424,-48,very bad
1425,1,good
1426,1,good
1427,9,very good
1428,1,good
1429,4,good
1430,-1,bad
1431,1,good
1432,4,good
1433,1,good
1434,1,good
1435,-18,very bad
1436,3,good
1437,1,good
1438,1,good
1439,3,good
1440,1,good
1441,-1,bad
1442,4,good
1443,-1,bad
1444,3,good
1445,1,good
1446,1,good
1447,6,very good
1448,6,very good
1449,4,good
1450,16,very good
1451,1,good
1452,1,good
1453,5,very good
1454,4,good
1455,1,good
1456,24,very good
1457,24,very good
1458,4,good
1459,1,good
1460,16,very good
1461,4,good
1462,5,very good
1463,3,good
1464,1,good
1465,8,very good
1466,4,good
1467,1,good
1468,-6,very bad
1469,5,very good
1470,4,good
1471,3,good
1472,1,good
1473,1,good
1474,1,good
1475,18,very good
1476,1,good
1477,1,good
1478,4,good
1479,3,good
1480,1,good
1481,5,very good
1482,5,very good
1483,4,good
1484,2,good
1485,16,very good
1486,1,good
1487,1,good
1488,6,very good
1489,5,very good
1490,1,good
1491,-7,very bad
1492,1,good
1493,4,good
1494,-8,very bad
1495,10,very good
1496,1,good
1497,3,good
1498,6,very good
1499,6,very good
1500,4,good
1501,3,good
1502,1,good
1503,1,good
1504,32,very good
1505,4,good
1506,16,very good
1507,1,good
1508,1,good
1509,3,good
1510,1,good
1511,-3,bad
1512,1,good
1513,3,good
1514,-1,bad
1515,2,good
1516,1,good
1517,-1,bad
1518,1,good
1519,1,good
1520,5,very good
1521,1,good
1522,2,good
1523,1,good
1524,6,very good
1525,1,good
1526,1,good
1527,1,good
1528,1,good
1529,1,good
1530,3,good
1531,4,good
1532,1,good
1533,1,good
1534,4,good
1535,7,very good
1536,1,good
1537,1,good
1538,1,good
1539,7,very good
1540,3,good
1541,3,good
1542,1,good
1543,1,good
1544,4,good
1545,4,good
1546,1,good
1547,1,good
1548,4,good
1549,1,good
1550,1,good
1551,1,good
1552,4,good
1553,2,good
1554,16,very good
1555,1,good
1556,-3,bad
1557,3,good
1558,4,good
1559,4,good
1560,1,good
1561,5,very good
1562,4,good
1563,1,good
1564,16,very good
1565,24,very good
1566,1,good
1567,6,very good
1568,48,very good
1569,4,good
1570,-5,bad
1571,1,good
1572,1,good
1573,3,good
1574,3,good
1575,7,very good
1576,6,very good
1577,4,good
1578,1,good
1579,1,good
1580,3,good
1581,8,very good
1582,3,good
1583,1,good
1584,1,good
1585,4,good
1586,-4,bad
1587,3,good
1588,1,good
1589,3,good
1590,6,very good
1591,1,good
1592,1,good
1593,1,good
1594,1,good
1595,3,good
1596,1,good
1597,4,good
1598,3,good
1599,-1,bad
1600,1,good
1601,3,good
1602,6,very good
1603,1,good
1604,1,good
1605,4,good
1606,3,good
1607,1,good
1608,1,good
1609,3,good
1610,16,very good
1611,-1,bad
1612,1,good
1613,6,very good
1614,3,good
1615,16,very good
1616,5,very good
1617,12,very good
1618,1,good
1619,3,good
1620,2,good
1621,1,good
1622,1,good
1623,3,good
1624,4,good
1625,1,good
1626,3,good
1627,3,good
1628,1,good
1629,1,good
1630,4,good
1631,1,good
1632,1,good
1633,-3,bad
1634,1,good
1635,-3,bad
1636,4,good
1637,5,very good
1638,5,very good
1639,1,good
1640,4,good
1641,-2,bad
1642,-2,bad
1643,26,very good
1644,1,good
1645,1,good
1646,1,good
1647,1,good
1648,1,good
1649,2,good
1650,4,good
1651,1,good
1652,1,good
1653,1,good
1654,1,good
1655,4,good
1656,1,good
1657,-1,bad
1658,-4,bad
1659,4,good
1660,6,very good
1661,1,good
1662,6,very good
1663,1,good
1664,1,good
1665,4,good
1666,5,very good
1667,6,very good
1668,16,very good
1669,1,good
1670,-12,very bad
1671,5,very good
1672,24,very good
1673,3,good
1674,4,good
1675,1,good
1676,-24,very bad
1677,4,good
1678,3,good
1679,4,good
1680,48,very good
1681,3,good
1682,48,very good
1683,2,good
1684,25,very good
1685,4,good
1686,1,good
1687,1,good
1688,6,very good
1689,1,good
1690,1,good
1691,1,good
1692,4,good
1693,-3,bad
1694,1,good
1695,-20,very bad
1696,1,good
1697,1,good
1698,-4,bad
1699,2,good
1700,4,good
1701,1,good
1702,1,good
1703,2,good
1704,4,good
1705,12,very good
1706,20,very good
1707,-1,bad
1708,4,good
1709,3,good
1710,1,good
1711,-1,bad
1712,10,very good
1713,6,very good
1714,1,good
1715,1,good
1716,1,good
1717,3,good
1718,4,good
1719,1,good
1720,1,good
1721,1,good
1722,1,good
1723,1,good
1724,6,very good
1725,4,good
1726,4,good
1727,16,very good
1728,1,good
1729,32,very good
1730,6,very good
1731,1,good
1732,1,good
1733,8,very good
1734,1,good
1735,3,good
1736,4,good
1737,1,good
1738,1,good
1739,-1,bad
1740,4,good
1741,3,good
1742,10,very good
1743,6,very good
1744,6,very good
1745,1,good
1746,-3,bad
1747,1,good
1748,1,good
1749,1,good
1750,1,good
1751,4,good
1752,3,good
1753,6,very good
1754,4,good
1755,-3,bad
1756,16,very good
1757,4,good
1758,6,very good
1759,-5,bad
1760,1,good
1761,1,good
1762,1,good
1763,1,good
1764,2,good
1765,1,good
1766,1,good
1767,-17,very bad
1768,1,good
1769,3,good
1770,1,good
1771,1,good
1772,1,good
1773,4,good
1774,1,good
1775,1,good
1776,1,good
1777,1,good
1778,1,good
1779,1,good
1780,1,good
1781,6,very good
1782,1,good
1783,4,good
1784,4,good
1785,10,very good
1786,1,good
1787,1,good
1788,1,good
1789,1,good
1790,7,very good
1791,2,good
1792,4,good
1793,5,very good
1794,6,very good
1795,12,very good
1796,6,very good
1797,3,good
1798,16,very good
1799,4,good
1800,3,good
1801,-1,bad
1802,1,good
1803,-3,bad
1804,1,good
1805,-3,bad
1806,-3,bad
1807,3,good
1808,3,good
1809,1,good
1810,1,good
1811,6,very good
1812,1,good
1813,-1,bad
1814,8,very good
1815,16,very good
1816,1,good
1817,1,good
1818,-12,very bad
1819,-3,bad
1820,6,very good
1821,1,good
1822,5,very good
1823,4,good
1824,3,good
1825,1,good
1826,-1,bad
1827,4,good
1828,1,good
1829,4,good
1830,-3,bad
1831,1,good
1832,1,good
1833,1,good
1834,3,good
1835,-1,bad
1836,2,good
1837,1,good
1838,-3,bad
1839,8,very good
1840,-2,bad
1841,1,good
1842,4,good
1843,-1,bad
1844,1,good
1845,-1,bad
1846,12,very good
1847,4,good
1848,4,good
1849,3,good
1850,1,good
1851,-1,bad
1852,2,good
1853,4,good
1854,-3,bad
1855,3,good
1856,1,good
1857,1,good
1858,1,good
1859,4,good
1860,6,very good
1861,-12,very bad
1862,3,good
1863,-1,bad
1864,-1,bad
1865,4,good
1866,4,good
1867,4,good
1868,1,good
1869,5,very good
1870,1,good
1871,4,good
1872,1,good
1873,1,good
1874,-1,bad
1875,4,good
1876,3,good
1877,16,very good
1878,-1,bad
1879,8,very good
1880,4,good
1881,1,good
1882,4,good
1883,1,good
1884,4,good
1885,1,good
1886,3,good
1887,3,good
1888,1,good
1889,3,good
1890,1,good
1891,4,good
1892,1,good
1893,3,good
1894,1,good
1895,4,good
1896,6,very good
1897,1,good
1898,1,good
1899,4,good
1900,-1,bad
1901,2,good
1902,3,good
1903,4,good
1904,5,very good
1905,12,very good
1906,5,very good
1907,4,good
1908,1,good
1909,1,good
1910,1,good
1911,3,good
1912,5,very good
1913,5,very good
1914,16,very good
1915,3,good
1916,1,good
1917,1,good
1918,1,good
1919,4,good
1920,3,good
1921,1,good
1922,5,very good
1923,1,good
1924,3,good
1925,1,good
1926,1,good
1927,1,good
1928,1,good
1929,1,good
1930,4,good
1931,48,very good
1932,3,good
1933,3,good
1934,3,good
1935,4,good
1936,1,good
1937,1,good
1938,1,good
1939,4,good
1940,4,good
1941,3,good
1942,6,very good
1943,1,good
1944,1,good
1945,1,good
1946,1,good
1947,1,good
1948,1,good
1949,1,good
1950,1,good
1951,1,good
1952,1,good
1953,1,good
1954,1,good
1955,1,good
1956,1,good
1957,6,very good
1958,4,good
1959,1,good
1960,1,good
1961,4,good
1962,4,good
1963,3,good
1964,6,very good
1965,6,very good
1966,1,good
1967,6,very good
1968,6,very good
1969,16,very good
1970,4,good
1971,4,good
1972,4,good
1973,-16,very bad
1974,1,good
1975,1,good
1976,3,good
1977,4,good
1978,2,good
1979,2,good
