0,很好，为了抢购这个等到12点，最重要的是，我真的有得到赠品吹风机！！！还赠送了一个急救包，真的是大大的惊喜，本身3瓶洗发水还赠送五瓶旅行装85块钱就很便宜话算了，万万想到还有吹风，急救袋。开心，以后活动会在光顾的，洗发水跟吹风机都有扫码，是正品哦。 不过美中不足的是赠送的旅行装有三瓶的盖子没有按下去，泄露了一点点，总的来说很赞哦！
1,刚开始我以为是750ml，收到我说怎么感觉那么小，然后查了下，确实是500ml的。呵呵～不过在网上查了，是正品。奇怪的是，洗发露扫条码没有显示价格，如下图。扫润发乳就会出现京东(还有一个什么商城我忘了)的价格出来。之前在大商场买过，750的好像要五十多，现在算下来还是优惠很多的。我很少用润发乳，买回来第一天晚上用了，第二天去到学校，学生都说我的头发好香啊，呵呵！！！
2,东西收到啦！物流非常的快，东西是不是正品，个人不是很懂，但是瓶子很软，瓶子上面的字是塑料纸贴上去的&hellip;&hellip;这是我个人的真实评价，东西还没开始用，不知道好不好用。里面有两瓶大的洗发水一瓶大的护发素，然后四个迷你的赠品。可能我是2000人外购买的，没有赠的吹风机。习惯好评&hellip;&hellip;
3,用过了才来评价的～先打开的是旅行装，挺好用，味道好闻，感觉是正品～包装也挺好～真的太实惠了～单卖每瓶都得三十多呢～看图吧～洗出来头发很柔顺～物流超级快地说～没想到粉丝节买的也这么快！
4,真的是很划算的套装!!!比双十一还划算，同学双十一买了九十多啊，一样的套装还比他便宜，他都快懊恼死了，觉得自己赚到了，哈哈哈哈哈哈哈哈哈。包装也不错，没有一点损坏，因为不着急用，所以也没注意到快递的速度。总之五星好评
5,宝贝收到了，618活动买的，质量没问题，是正品，物流飞快，包装严谨大小三个纸盒包装，拆包后更是大的惊喜，大爱呀上图为证，不愧是大厂家大气，期待25日的中奖名单。
6,还没用，估计是正品，包装挺正规的，不过没有送大白水哦，?，还好吧，物超所值，比在超市便宜多了
7,刚收到，这个价格确实实惠，包装也很完美，唯一就是我看到抢吹风机以为会送一个，最终还是没有有点小失望
8,超好评！很开心的一次购物，???旅行装是八十毫升的，出门的时候各带一瓶就够用了，两瓶护发素，三瓶洗发水。一直都是用的潘婷的洗发水。快递也很快，才两天就到了，正好解了我的燃眉之急，我拆包裹的时候舍友都说很划算，会一直关注这个店，还会再买的东西的。（店家很细心，按压出用透明胶固定了）ps：这是我最认真的一次评价
9,一直喜欢潘婷发水，这次等到618真有活动。很幸运的秒到了前两千名，给了个吹风机，还以为给了个吹风机不能有急救包呢，打开快递着实让我很惊喜。宝贝包装的特别好，一共用了三个箱子，就跟打开俄罗斯套娃似的，服务很好。快递也挺快，黄马甲快递，原本没听过没想到还挺快。不知道我能不能是那个幸运的前200名，期待中
10,搞活动时买的，很划算，包装也很用心，还送了毛巾，毛巾质量不错，总体很好，等用过后再来追评。
11,宝贝收到，非常开心。刚刚用过了才来评价。我认为是百分之百的正品，因为我以前也一直在用这个品牌。这个价位比在实体店便宜多啦！店家非常贴心的又送了旅行装。非常满意的一次购物，物流也非常给力。以后就认准你家的，我也会推荐给朋友一起用。
12,实在是太给力了～85元～买了这么多～真心的觉得实惠多多满意多多～以后还来～最主要还有吹风机～出门再也不害怕了～
13,6号下单8号就收到了，物流得点个赞，刚收到货还没用过，闻着香味和以前在超市买的差不多，希望是正品！这次活动买很划算，一百块不到买三瓶送三个旅行装，还送了毛巾，真的很满意，赞一个！
14,昨天就收到了，快递很快，包装很好很细心无损坏，第一次网购洗发露就买了这么多，超实惠，还没用不知效果好不为好  这次网购很满意很开心满分。
